time,temp_c,rh_pct,wind_ms,solar_wm2,wet_bulb_c,globe_temp_c,WBGT
2015-06-25 04:00:00,28.6,88,2.73,0.0,26.95199993506121,23.456000000000003,26.417599954542847
2015-06-25 05:00:00,28.5,89,2.91,0.0,26.99818110051387,22.852,26.31912677035971
2015-06-25 06:00:00,28.4,89,3.18,1.0,26.89991855172396,22.0077,26.07148298620677
2015-06-25 07:00:00,28.9,86,3.55,63.0,26.954909777264508,22.1971,26.197856844085152
2015-06-25 08:00:00,29.8,80,3.5,209.0,26.93768491316376,24.945300000000003,26.825439439214634
2015-06-25 09:00:00,31.0,74,3.4,388.0,27.159213337543743,28.5196,27.81536933628062
2015-06-25 10:00:00,32.1,67,3.11,552.0,27.060344924971872,32.3504,28.62232144748031
2015-06-25 11:00:00,33.2,61,2.97,723.0,27.04601732876689,35.8431,29.420832130136823
2015-06-25 12:00:00,34.1,59,3.34,810.0,27.500085647621457,36.725,30.005059953335017
2015-06-25 13:00:00,34.6,57,4.0,794.0,27.581046196620118,35.189800000000005,29.804692337634084
2015-06-25 14:00:00,35.0,57,4.86,877.0,27.936081253928524,34.1529,29.885836877749966
2015-06-25 15:00:00,34.7,59,5.38,797.0,28.037059242454635,31.460900000000002,29.388121469718243
2015-06-25 16:00:00,34.1,62,5.66,656.0,28.03503080088434,28.4272,28.719961560619037
2015-06-25 17:00:00,33.3,65,5.47,453.0,27.8273263537934,25.7841,27.96594844765538
2015-06-25 18:00:00,32.4,69,5.27,253.0,27.66737168751609,23.104099999999995,27.22798018126126
2015-06-25 19:00:00,31.4,75,5.15,77.0,27.694174942863878,20.380899999999997,26.602102460004716
2015-06-25 20:00:00,30.6,80,5.25,4.0,27.705711743594303,18.446800000000003,26.143358220516014
2015-06-25 21:00:00,30.1,84,5.48,0.0,27.827005580910015,17.256,25.94010390663701
2015-06-25 22:00:00,29.8,85,5.28,0.0,27.68449238366436,17.516000000000002,25.86234466856505
2015-06-25 23:00:00,29.8,85,4.88,0.0,27.68449238366436,18.636000000000003,26.08634466856505
