time,temp_c,rh_pct,wind_ms,solar_wm2,wet_bulb_c,globe_temp_c,WBGT,risk_construction_laborer,risk_rickshaw_driver,risk_truck_driver,risk_road_paver,risk_street_vendor,risk_delivery_rider,risk_sabzi_mandi_seller,risk_shoe_shiner,risk_kabari_wala,risk_agricultural_worker,risk_cotton_picker,risk_fisherman,risk_salt_pan_worker,risk_garbage_collector,risk_sweeper,risk_naali_safai,risk_sewage_worker,risk_brick_kiln_worker,risk_tandoor_baker,risk_textile_mill_worker,risk_glass_factory_worker,risk_steel_furnace_worker,risk_cement_factory_worker,risk_ice_factory_worker,OMGI
2015-06-24 07:00:00,28.8,90,2.76,61.0,27.43762855994029,24.2857,26.943479991958203,MODERATE,SAFE,SAFE,HIGH,SAFE,MODERATE,SAFE,SAFE,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,MODERATE,MODERATE,MODERATE,HIGH,MODERATE,HIGH,MODERATE,HIGH,HIGH,MODERATE,MODERATE,4.9
2015-06-24 08:00:00,29.3,86,3.24,176.0,27.345061516778447,24.7872,27.028983061744917,MODERATE,MODERATE,SAFE,HIGH,SAFE,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,HIGH,MODERATE,HIGH,MODERATE,MODERATE,HIGH,HIGH,HIGH,HIGH,MODERATE,HIGH,EXTREME,MODERATE,MODERATE,5.0
2015-06-24 09:00:00,30.4,77,3.86,396.0,27.05572302359649,26.7252,27.324046116517543,MODERATE,MODERATE,SAFE,HIGH,SAFE,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,HIGH,MODERATE,HIGH,MODERATE,MODERATE,HIGH,HIGH,HIGH,HIGH,MODERATE,HIGH,EXTREME,MODERATE,MODERATE,5.3
2015-06-24 10:00:00,31.7,69,4.48,637.0,27.01744839514156,29.1089,27.90399387659909,MODERATE,MODERATE,SAFE,HIGH,SAFE,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,HIGH,MODERATE,HIGH,MODERATE,MODERATE,HIGH,HIGH,HIGH,HIGH,MODERATE,HIGH,EXTREME,MODERATE,MODERATE,5.9
2015-06-24 11:00:00,32.5,66,5.0,713.0,27.26244138263231,29.3421,28.20212896784261,HIGH,MODERATE,MODERATE,HIGH,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,HIGH,MODERATE,EXTREME,HIGH,MODERATE,HIGH,HIGH,HIGH,HIGH,MODERATE,EXTREME,EXTREME,HIGH,MODERATE,6.2
2015-06-24 12:00:00,33.1,62,5.46,822.0,27.12946533405439,29.9294,28.28650573383808,HIGH,MODERATE,MODERATE,HIGH,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,HIGH,MODERATE,EXTREME,HIGH,MODERATE,HIGH,HIGH,HIGH,HIGH,MODERATE,EXTREME,EXTREME,HIGH,MODERATE,6.3
2015-06-24 13:00:00,33.4,60,5.87,805.0,27.050609302796325,28.8825,28.05192651195743,HIGH,MODERATE,MODERATE,HIGH,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,HIGH,MODERATE,EXTREME,HIGH,MODERATE,HIGH,HIGH,HIGH,HIGH,MODERATE,EXTREME,EXTREME,HIGH,MODERATE,6.1
2015-06-24 14:00:00,34.0,58,6.3,899.0,27.230190391695853,29.3783,28.33679327418709,HIGH,MODERATE,MODERATE,HIGH,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,HIGH,MODERATE,EXTREME,HIGH,MODERATE,HIGH,HIGH,HIGH,HIGH,MODERATE,EXTREME,EXTREME,HIGH,MODERATE,6.3
2015-06-24 15:00:00,34.0,58,5.28,813.0,27.230190391695853,31.228100000000005,28.7067532741871,HIGH,MODERATE,MODERATE,HIGH,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,HIGH,MODERATE,EXTREME,HIGH,MODERATE,HIGH,HIGH,HIGH,HIGH,MODERATE,EXTREME,EXTREME,HIGH,MODERATE,6.7
2015-06-24 16:00:00,33.5,60,5.12,676.0,27.14046446612965,29.5732,28.26296512629076,HIGH,MODERATE,MODERATE,HIGH,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,HIGH,MODERATE,EXTREME,HIGH,MODERATE,HIGH,HIGH,HIGH,HIGH,MODERATE,EXTREME,EXTREME,HIGH,MODERATE,6.3
2015-06-24 17:00:00,32.8,64,5.48,479.0,27.199909132056327,25.5603,27.431996392439427,MODERATE,MODERATE,SAFE,HIGH,SAFE,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,HIGH,MODERATE,HIGH,MODERATE,MODERATE,HIGH,HIGH,HIGH,HIGH,MODERATE,HIGH,EXTREME,MODERATE,MODERATE,5.4
2015-06-24 18:00:00,31.8,70,6.1,277.0,27.27243749030661,20.4609,26.362886243214632,MODERATE,SAFE,SAFE,HIGH,SAFE,MODERATE,SAFE,SAFE,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,MODERATE,MODERATE,MODERATE,HIGH,MODERATE,HIGH,MODERATE,HIGH,HIGH,MODERATE,MODERATE,4.4
2015-06-24 19:00:00,30.9,76,5.8,93.0,27.376626450053624,18.2481,25.90325851503754,MODERATE,SAFE,SAFE,MODERATE,SAFE,SAFE,SAFE,SAFE,SAFE,MODERATE,MODERATE,SAFE,HIGH,MODERATE,SAFE,MODERATE,MODERATE,MODERATE,MODERATE,SAFE,HIGH,HIGH,MODERATE,SAFE,3.9
2015-06-24 20:00:00,30.3,79,5.46,4.0,27.265783954320813,17.558800000000005,25.62780876802457,MODERATE,SAFE,SAFE,MODERATE,SAFE,SAFE,SAFE,SAFE,SAFE,MODERATE,MODERATE,SAFE,HIGH,MODERATE,SAFE,MODERATE,MODERATE,MODERATE,MODERATE,SAFE,HIGH,HIGH,MODERATE,SAFE,3.6
2015-06-24 21:00:00,30.1,81,5.09,0.0,27.37663814980484,18.348000000000003,25.843246704863382,MODERATE,SAFE,SAFE,MODERATE,SAFE,SAFE,SAFE,SAFE,SAFE,MODERATE,MODERATE,SAFE,HIGH,MODERATE,SAFE,MODERATE,MODERATE,MODERATE,MODERATE,SAFE,HIGH,HIGH,MODERATE,SAFE,3.8
2015-06-24 22:00:00,29.9,82,4.62,0.0,27.334103221996163,19.464,26.01667225539732,MODERATE,SAFE,SAFE,HIGH,SAFE,MODERATE,SAFE,SAFE,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,MODERATE,MODERATE,MODERATE,HIGH,MODERATE,HIGH,MODERATE,HIGH,HIGH,MODERATE,MODERATE,4.0
2015-06-24 23:00:00,29.6,84,4.34,0.0,27.341808283513853,19.948,26.088865798459697,MODERATE,SAFE,SAFE,HIGH,SAFE,MODERATE,SAFE,SAFE,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,MODERATE,MODERATE,MODERATE,HIGH,MODERATE,HIGH,MODERATE,HIGH,HIGH,MODERATE,MODERATE,4.1
2015-06-25 00:00:00,29.7,81,4.52,0.0,26.9915681270158,19.544,25.77289768891105,MODERATE,SAFE,SAFE,MODERATE,SAFE,SAFE,SAFE,SAFE,SAFE,MODERATE,MODERATE,SAFE,HIGH,MODERATE,SAFE,MODERATE,MODERATE,MODERATE,MODERATE,SAFE,HIGH,HIGH,MODERATE,SAFE,3.8
2015-06-25 01:00:00,29.5,82,4.3,0.0,26.947990438919884,19.96,25.80559330724392,MODERATE,SAFE,SAFE,MODERATE,SAFE,SAFE,SAFE,SAFE,SAFE,MODERATE,MODERATE,SAFE,HIGH,MODERATE,SAFE,MODERATE,MODERATE,MODERATE,MODERATE,SAFE,HIGH,HIGH,MODERATE,SAFE,3.8
2015-06-25 02:00:00,29.1,85,3.76,0.0,27.00346042097618,21.072000000000003,26.026822294683324,MODERATE,SAFE,SAFE,HIGH,SAFE,MODERATE,SAFE,SAFE,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,MODERATE,MODERATE,MODERATE,HIGH,MODERATE,HIGH,MODERATE,HIGH,HIGH,MODERATE,MODERATE,4.0
2015-06-25 03:00:00,28.8,87,2.61,0.0,27.00285340417959,23.992,26.58039738292571,MODERATE,SAFE,SAFE,HIGH,SAFE,MODERATE,SAFE,SAFE,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,MODERATE,MODERATE,MODERATE,HIGH,MODERATE,HIGH,MODERATE,HIGH,HIGH,MODERATE,MODERATE,4.6
2015-06-25 04:00:00,28.6,88,2.73,0.0,26.95199993506121,23.456000000000003,26.417599954542847,MODERATE,SAFE,SAFE,HIGH,SAFE,MODERATE,SAFE,SAFE,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,MODERATE,MODERATE,MODERATE,HIGH,MODERATE,HIGH,MODERATE,HIGH,HIGH,MODERATE,MODERATE,4.4
2015-06-25 05:00:00,28.5,89,2.91,0.0,26.99818110051387,22.852,26.31912677035971,MODERATE,SAFE,SAFE,HIGH,SAFE,MODERATE,SAFE,SAFE,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,MODERATE,MODERATE,MODERATE,HIGH,MODERATE,HIGH,MODERATE,HIGH,HIGH,MODERATE,MODERATE,4.3
2015-06-25 06:00:00,28.4,89,3.18,1.0,26.89991855172396,22.0077,26.07148298620677,MODERATE,SAFE,SAFE,HIGH,SAFE,MODERATE,SAFE,SAFE,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,MODERATE,MODERATE,MODERATE,HIGH,MODERATE,HIGH,MODERATE,HIGH,HIGH,MODERATE,MODERATE,4.1
2015-06-25 07:00:00,28.9,86,3.55,63.0,26.954909777264508,22.1971,26.197856844085152,MODERATE,SAFE,SAFE,HIGH,SAFE,MODERATE,SAFE,SAFE,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,MODERATE,MODERATE,MODERATE,HIGH,MODERATE,HIGH,MODERATE,HIGH,HIGH,MODERATE,MODERATE,4.2
2015-06-25 08:00:00,29.8,80,3.5,209.0,26.93768491316376,24.945300000000003,26.825439439214637,MODERATE,SAFE,SAFE,HIGH,SAFE,MODERATE,SAFE,SAFE,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,MODERATE,MODERATE,MODERATE,HIGH,MODERATE,HIGH,MODERATE,HIGH,HIGH,MODERATE,MODERATE,4.8
2015-06-25 09:00:00,31.0,74,3.4,388.0,27.159213337543743,28.5196,27.81536933628062,MODERATE,MODERATE,SAFE,HIGH,SAFE,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,HIGH,MODERATE,HIGH,MODERATE,MODERATE,HIGH,HIGH,HIGH,HIGH,MODERATE,HIGH,EXTREME,MODERATE,MODERATE,5.8
2015-06-25 10:00:00,32.1,67,3.11,552.0,27.060344924971872,32.3504,28.62232144748031,HIGH,MODERATE,MODERATE,HIGH,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,HIGH,MODERATE,EXTREME,HIGH,MODERATE,HIGH,HIGH,HIGH,HIGH,MODERATE,EXTREME,EXTREME,HIGH,MODERATE,6.6
2015-06-25 11:00:00,33.2,61,2.97,723.0,27.04601732876689,35.8431,29.420832130136823,HIGH,MODERATE,MODERATE,EXTREME,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,HIGH,HIGH,HIGH,EXTREME,HIGH,HIGH,HIGH,EXTREME,HIGH,EXTREME,HIGH,EXTREME,EXTREME,HIGH,HIGH,7.4
2015-06-25 12:00:00,34.1,59,3.34,810.0,27.500085647621457,36.725,30.005059953335017,HIGH,HIGH,MODERATE,EXTREME,MODERATE,HIGH,HIGH,HIGH,HIGH,EXTREME,EXTREME,HIGH,EXTREME,HIGH,HIGH,EXTREME,EXTREME,EXTREME,EXTREME,HIGH,EXTREME,EXTREME,HIGH,HIGH,8.0
2015-06-25 13:00:00,34.6,57,4.0,794.0,27.58104619662012,35.189800000000005,29.804692337634084,HIGH,MODERATE,MODERATE,EXTREME,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,HIGH,HIGH,HIGH,EXTREME,HIGH,HIGH,HIGH,EXTREME,HIGH,EXTREME,HIGH,EXTREME,EXTREME,HIGH,HIGH,7.8
2015-06-25 14:00:00,35.0,57,4.86,877.0,27.936081253928524,34.1529,29.885836877749966,HIGH,MODERATE,MODERATE,EXTREME,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,HIGH,HIGH,HIGH,EXTREME,HIGH,HIGH,HIGH,EXTREME,HIGH,EXTREME,HIGH,EXTREME,EXTREME,HIGH,HIGH,7.9
2015-06-25 15:00:00,34.7,59,5.38,797.0,28.037059242454635,31.4609,29.388121469718243,HIGH,MODERATE,MODERATE,EXTREME,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,HIGH,HIGH,HIGH,EXTREME,HIGH,HIGH,HIGH,EXTREME,HIGH,EXTREME,HIGH,EXTREME,EXTREME,HIGH,HIGH,7.4
2015-06-25 16:00:00,34.1,62,5.66,656.0,28.03503080088434,28.4272,28.71996156061904,HIGH,MODERATE,MODERATE,HIGH,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,HIGH,MODERATE,EXTREME,HIGH,MODERATE,HIGH,HIGH,HIGH,HIGH,MODERATE,EXTREME,EXTREME,HIGH,MODERATE,6.7
2015-06-25 17:00:00,33.3,65,5.47,453.0,27.8273263537934,25.7841,27.96594844765538,MODERATE,MODERATE,SAFE,HIGH,SAFE,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,HIGH,MODERATE,HIGH,MODERATE,MODERATE,HIGH,HIGH,HIGH,HIGH,MODERATE,HIGH,EXTREME,MODERATE,MODERATE,6.0
2015-06-25 18:00:00,32.4,69,5.27,253.0,27.66737168751609,23.104099999999995,27.22798018126126,MODERATE,MODERATE,SAFE,HIGH,SAFE,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,HIGH,MODERATE,HIGH,MODERATE,MODERATE,HIGH,HIGH,HIGH,HIGH,MODERATE,HIGH,EXTREME,MODERATE,MODERATE,5.2
2015-06-25 19:00:00,31.4,75,5.15,77.0,27.69417494286388,20.3809,26.60210246000472,MODERATE,SAFE,SAFE,HIGH,SAFE,MODERATE,SAFE,SAFE,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,MODERATE,MODERATE,MODERATE,HIGH,MODERATE,HIGH,MODERATE,HIGH,HIGH,MODERATE,MODERATE,4.6
2015-06-25 20:00:00,30.6,80,5.25,4.0,27.705711743594303,18.446800000000003,26.143358220516014,MODERATE,SAFE,SAFE,HIGH,SAFE,MODERATE,SAFE,SAFE,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,MODERATE,MODERATE,MODERATE,HIGH,MODERATE,HIGH,MODERATE,HIGH,HIGH,MODERATE,MODERATE,4.1
2015-06-25 21:00:00,30.1,84,5.48,0.0,27.82700558091001,17.256,25.94010390663701,MODERATE,SAFE,SAFE,MODERATE,SAFE,SAFE,SAFE,SAFE,SAFE,MODERATE,MODERATE,SAFE,HIGH,MODERATE,SAFE,MODERATE,MODERATE,MODERATE,MODERATE,SAFE,HIGH,HIGH,MODERATE,SAFE,3.9
2015-06-25 22:00:00,29.8,85,5.28,0.0,27.68449238366436,17.516000000000002,25.86234466856505,MODERATE,SAFE,SAFE,MODERATE,SAFE,SAFE,SAFE,SAFE,SAFE,MODERATE,MODERATE,SAFE,HIGH,MODERATE,SAFE,MODERATE,MODERATE,MODERATE,MODERATE,SAFE,HIGH,HIGH,MODERATE,SAFE,3.9
2015-06-25 23:00:00,29.8,85,4.88,0.0,27.68449238366436,18.636000000000003,26.08634466856505,MODERATE,SAFE,SAFE,HIGH,SAFE,MODERATE,SAFE,SAFE,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,MODERATE,MODERATE,MODERATE,HIGH,MODERATE,HIGH,MODERATE,HIGH,HIGH,MODERATE,MODERATE,4.1
